address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Avenida Marechal Eurico Gaspar Dutra,Santana,45,1,0,Casa,1078,1226,-23.4898422,-46.6133702
Rua Padre Aníbal Difrância,Jardim Mangalot,156,2,3,Casa,2300,2445,-23.4912751,-46.7494145
Rua do Paraíso,Paraíso,90,3,1,Casa,3300,3624,-23.575079,-46.6345769
Rua Professor Alberto Conte,Vila Moinho Velho,100,3,0,Casa,1900,2181,-23.6159749,-46.6037803
Rua Tóquio,Vila Metalurgica,45,2,0,Apartamento,1100,1207,-23.6262884,-46.5350292
Rua Cachoeira do Arari,Vila Guilherme,80,2,0,Apartamento,1396,1492,-23.5038952,-46.5960091
Avenida Cândido Portinari,Vila Jaguara,80,3,0,Casa,1600,1835,-23.5085509,-46.7536864
Rua Catuaba,Vila Alpina,60,1,0,Casa,1200,1351,-23.6046035,-46.565071
Rua Carlos Vicari,Barra Funda,39,1,0,Studio e kitnet,3100,3220,-23.5252387,-46.6822187
Rua Comprida,Vila Mazzei,50,1,0,Casa,1350,1407,-23.4704165,-46.6022501
Rua Hermeto Lima,Vila Alpina,60,2,0,Casa,1300,1389,-23.5970766,-46.5568925
Rua Venezuela,Vila Santa Teresa,50,2,1,Casa,1481,1610,-23.6648185,-46.5305018
Rua Arapá,Vila Mascote,58,2,1,Apartamento,2700,3581,-23.6473464,-46.6670401
Rua Almeida Lisboa,Vila Firmiano Pinto,87,1,1,Casa,2500,2606,-23.6015676,-46.619074
Rua Oboé,Vila Nossa Senhora de Fátima,60,2,2,Apartamento,1500,1949,-23.45722,-46.5099385
Rua Professor João Machado,Nossa Senhora do Ó,50,2,1,Apartamento,1790,2535,-23.4980804,-46.7010126
Rua Ponte Pensa,Parada Inglesa,89,2,0,Apartamento,2600,2936,-23.4843493,-46.6051691
Rua Edgar de Sousa,Vila Aricanduva,67,2,0,Apartamento,1600,1962,-23.5364476,-46.5409263
Rua Antonieta,Boa Vista,70,2,0,Casa,1400,1561,-23.637175,-46.5632786
Rua Engenheiro Bianor,Butantã,1,1,1,Studio e kitnet,2490,2987,-23.5713457,-46.7078925
Rua Carlos Petit,Vila Mariana,160,4,1,Casa,3800,4393,-23.5833767,-46.6318683
Rua Yvorne,Lauzane Paulista,75,1,1,Casa,1260,1313,-23.4721897,-46.6422415
Rua Trapiche,Vila Matilde,30,1,0,Apartamento,1250,1588,-23.5314302,-46.505715
Rua Belchior de Azevedo,Vila Leopoldina,49,2,1,Apartamento,2700,3489,-23.5199366,-46.7249285
Rua João Miguel Jarra,Vila Madalena,60,2,1,Apartamento,2500,2996,-23.5547616,-46.6950387
Rua Marechal Floriano,Vila Gilda,60,1,0,Casa,1000,1042,-23.6742755,-46.5384187
Avenida Cangaíba,Cangaiba,39,2,0,Apartamento,1250,1598,-23.5107548,-46.5405895
Rua Pederneiras,Vila Palmares,60,3,1,Apartamento,1500,2214,-23.650195,-46.5604113
Rua Amaral Gurgel,Vila Buarque,30,1,0,Studio e kitnet,1058,1319,-23.5453051,-46.6477333
Rua Bimbarra,Vila Formosa,54,1,1,Apartamento,2980,3919,-23.5616434,-46.5549902
Rua François Coty,Cambuci,34,2,0,Apartamento,2500,2896,-23.565091,-46.61328
Avenida Celso Garcia,Tatuapé,36,1,0,Studio e kitnet,883,1440,-23.5349989,-46.5790637
Rua Cristóvão Bezerra Dantas,Parque Vitória,50,1,0,Casa,577,601,-23.4717802,-46.5940258
Rua General Feliciano Falcão,Vila Prudente,62,1,0,Apartamento,1350,1852,-23.5811426,-46.5877706
Rua Elías Mussa Fajuri,Rio Pequeno,54,2,0,Apartamento,1200,1467,-23.5696201,-46.7509055
Rua Backer,Cambuci,18,1,0,Studio e kitnet,1233,1392,-23.5688218,-46.6187775
Rua Martim Burchard,Brás,49,2,1,Apartamento,1551,2006,-23.5461441,-46.6178889
Avenida Alberto Augusto Alves,Vila Andrade,50,2,1,Apartamento,2800,3870,-23.6431738,-46.7350755
Avenida Dedo de Deus,Vila Formosa,36,1,0,Apartamento,1150,1524,-23.5640322,-46.5384899
Avenida Curió,Campanário,58,2,1,Apartamento,1200,1831,-23.6632997,-46.6201453
Alameda São Caetano,Santa Paula,60,2,1,Apartamento,2218,2866,-23.6193295,-46.5590516
Rua Doutor José Maurício de Oliveira,Gopoúva,29,1,1,Apartamento,1650,2052,-23.4656109,-46.5452448
Rua Natividade Saldanha,São Lucas,28,0,0,Apartamento,1100,1391,-23.59294,-46.5565614
Rua Dom Lucas Obes,Ipiranga,40,1,0,Apartamento,1330,1481,-23.5887504,-46.5979474
Rua Jovita,Vila Rio,70,2,1,Apartamento,1000,1360,-20.2693255,-50.5626222
Rua Mariquinha Viana,Mandaqui,34,1,0,Apartamento,1250,1378,-23.4825496,-46.6297016
Rua Santo Antônio,Bela Vista,35,1,0,Studio e kitnet,1400,1704,-22.5959374,-46.5169555
Rua Antônio de Macedo Soares,Campo Belo,47,2,1,Apartamento,4500,5329,-23.6242797,-46.6770146
Rua Tupi,Vila Valparaiso,60,2,1,Apartamento,1600,2122,-23.6693319,-46.5503126
Rua Major Diogo,Bela Vista,37,1,1,Apartamento,2750,3578,-23.5574899,-46.6427711
Rua Santo André,Boa Vista,62,2,2,Apartamento,2700,3374,-23.6451352,-46.556868
Avenida Sapopemba,Jardim Utinga,38,2,1,Apartamento,990,1382,-23.6153367,-46.5216801
Rua Edmundo Carvalho,Vila Natália,50,2,1,Apartamento,1150,1811,-23.6271698,-46.596464
Rua Massaranduba,Vila Monte Alegre,40,1,1,Apartamento,2500,2596,-23.6251583,-46.6388264
Avenida Coronel Sezefredo Fagundes,Tucuruvi,70,3,0,Casa,2000,2034,-23.4638012,-46.6035117
Rua dos Patriotas,Ipiranga,75,2,0,Apartamento,1650,2153,-23.5825949,-46.5998207
Rua do Córrego,Vila Carrão,47,2,0,Apartamento,2200,2451,-23.5532739,-46.5453394
Rua Bela Cintra,Consolação,38,1,1,Apartamento,2600,3108,-23.5564177,-46.6618937
Rua Francisco Tapajós,Vila Santo Estéfano,51,2,1,Apartamento,3100,3220,-23.6256442,-46.627763
Rua Professor Miguel Russiano,Vila Aricanduva,52,2,1,Apartamento,1938,2811,-23.5370977,-46.544223
Rua Apiacás,Perdizes,36,1,0,Studio e kitnet,3100,3975,-23.5387902,-46.6797769
Rua Justo Azambuja,Cambuci,82,2,1,Apartamento,3500,4548,-23.5618079,-46.6239351
Rua Ponte Pensa,Parada Inglesa,48,2,0,Apartamento,2050,2366,-23.4843493,-46.6051691
Avenida Guilherme Giorgi,Vila Carrao,85,2,2,Casa em condomínio,3800,4491,-23.5469073,-46.5413869
Rua Frei Mont’alverne,Vila Aricanduva,40,1,1,Studio e kitnet,1150,1194,-23.5391205,-46.5368737
Rua Professor Vahia de Abreu,Vila Olímpia,56,1,1,Apartamento,3500,4269,-23.6031537,-46.6770168
Rua Praia do Castelo,Vila Mascote,69,2,1,Apartamento,2540,3628,-23.645948,-46.6669285
Rua Mil Oitocentos E Vinte E Dois,Ipiranga,30,1,0,Casa,1250,1353,-23.5918547,-46.5987752
Rua Francisco Estácio Fortes,Santa Cecília,68,2,1,Apartamento,3000,3859,-23.5327838,-46.6610115
Rua Friburgo,Vila Francisco Matarazzo,51,2,1,Apartamento,1100,1850,-23.6334143,-46.5206881
Rua Major Quedinho,Bela Vista,34,1,0,Studio e kitnet,1690,2035,-23.5546482,-46.6430661
Rua Avanhandava,Bela Vista,45,2,0,Apartamento,2496,3102,-23.5523179,-46.6480901
Rua Dutra Rodrigues,Luz,26,1,0,Apartamento,1450,1656,-23.5327861,-46.6313039
Rua Teodoro Sampaio,Pinheiros,33,1,1,Apartamento,2100,2741,-23.5675737,-46.694928
Rua Manoel Dutra,Bela Vista,58,1,0,Apartamento,2000,2689,-23.5554279,-46.6457053
Avenida Professor Sylla Mattos,Jardim Santa Cruz (sacomã),54,2,1,Apartamento,1184,1859,-23.6399628,-46.5982346
Avenida Henrique Morize,Vila Formosa,75,2,1,Casa,1650,1720,-23.5695498,-46.53559
Rua Nunes Balboa,Vila Carrão,50,2,0,Apartamento,1420,1759,-23.5494089,-46.5303452
Rua Antônio Gebara,Vila da Saúde,100,3,2,Casa,4000,4236,-23.6270068,-46.6498522
Rua Rainúnculos,Vila Alpina,40,1,0,Casa,900,938,-23.5949747,-46.5628535
Rua Brigadeiro Tobias,Centro,30,1,2,Studio e kitnet,1450,1982,-22.4370711,-46.8193358
Avenida Corifeu de Azevedo Marques,Butantã,26,1,0,Studio e kitnet,1100,1164,-23.5740143,-46.7342956
Avenida Brigadeiro Luís Antônio,Bela Vista,35,1,0,Apartamento,1236,1868,-23.5617846,-46.6445133
Rua São José,Santo Amaro,49,1,1,Apartamento,2600,3228,-23.647833,-46.697798
Rua Tomé de Lara,Tucuruvi,43,2,0,Apartamento,2000,2227,-23.4793839,-46.6090902
"Rua Quedas , 315",Vila Isolina Mazzei,60,2,0,Casa em condomínio,2600,2785,-23.494367702269084,-46.60791381360359
Rua Piauí,Santo Antônio,70,2,0,Apartamento,1756,2684,-22.7519869,-45.121568
Rua Luís Martins,Lapa,60,2,1,Apartamento,3000,4097,-23.5277712,-46.7059698
Rua Cumbé,Vila Lais,20,1,0,Apartamento,660,686,-23.5172123,-46.5362064
Rua Alves Guimarães,Pinheiros,63,2,1,Apartamento,5000,6196,-23.5516401,-46.6811417
Rua da Glória,Liberdade,32,1,0,Apartamento,1480,1569,-23.5564179,-46.6341737
"Rua Quedas , 315",Vila Isolina Mazzei,60,2,1,Casa em condomínio,2600,2785,-23.494367702269084,-46.60791381360359
Rua Bresser,Brás,58,2,1,Apartamento,1890,2562,-23.5351255,-46.6108563
Rua Álvaro de Carvalho,Centro,42,1,0,Studio e kitnet,5000,5193,-22.7391165,-47.6482136
Avenida Lemos Monteiro,Olímpico,70,2,1,Apartamento,2980,3742,-23.6245356,-46.5620508
Rua Estero Belaco,Vila da Saúde,56,2,1,Apartamento,2227,3367,-23.6168874,-46.63259
Rua Alexandre Levi,Cambuci,66,3,2,Apartamento,2335,3418,-23.5584776,-46.6204331
Rua Tasuke Uematsu,Taboão,150,3,2,Casa,2580,2761,-23.6611757,-46.5943238
Rua Henrique Casela,Penha de França,49,2,1,Apartamento,1900,2574,-23.5193906,-46.5524964
Rua Celso Vieira,Vila Pereira Barreto,33,1,0,Apartamento,770,1239,-23.4928863,-46.7180085
Rua Professor Aprígio Gonzaga,São Judas,60,2,1,Apartamento,2000,2914,-23.6247342,-46.6338891
Rua Treze de Maio,Bela Vista,54,2,1,Apartamento,3600,4129,-23.5643326,-46.6454688
Avenida Deputado Emílio Carlos,Limão,43,2,1,Apartamento,1250,1882,-23.4986241,-46.6751539
Rua Santo André,Vila Sao Pedro,81,2,2,Casa em condomínio,3640,4061,-23.2013046,-46.8877127
Rua Conde de Irajá,Vila Mariana,90,3,2,Apartamento,3700,4820,-23.591613,-46.6341779
Rua Almaden,Vila Andrade,83,2,1,Apartamento,2030,3078,-23.636283,-46.7352712
Rua Nascimento Silva,Vila Campestre,45,1,0,Casa,1400,1460,-22.7594295,-47.6510671
Rua Sampaio Moreira,Brás,20,1,0,Studio e kitnet,1500,1558,-23.5421234,-46.6205536
Rua Tapari,Vila Esperança,23,1,0,Studio e kitnet,1675,2005,-23.5290336,-46.5187008
Rua Fradique Coutinho,Pinheiros,67,1,1,Apartamento,6000,7402,-23.562644,-46.6868335
Rua Rêgo Freitas,República,20,1,0,Studio e kitnet,2100,2523,-23.5446445,-46.6466037
Rua Santo Antônio,Bela Vista,32,2,0,Apartamento,1500,2020,-22.5959374,-46.5169555
Rua Anhaia,Bom Retiro,30,1,0,Studio e kitnet,2195,2843,-23.5297111,-46.6421208
Rua Doutor Fausto Ribeiro de Carvalho,Rudge Ramos,92,2,1,Apartamento,2400,2768,-23.6541993,-46.5659944
Rua José Augusto Penteado,Sumaré,44,1,1,Apartamento,4200,4954,-23.5461107,-46.6898832
Rua Guaicurus,Água Branca,32,1,0,Studio e kitnet,2800,3236,-23.5206245,-46.7009725
Rua Antônio Tavares Velho,Jardim Raposo Tavares,38,1,0,Studio e kitnet,780,980,-23.5881912,-46.7605423
Rua Doutor Penaforte Mendes,Bela Vista,37,1,0,Studio e kitnet,1800,2539,-23.5547955,-46.6516181
Rua Liestal,Lauzane Paulista,53,2,1,Apartamento,1150,1844,-23.4726261,-46.6429329
Rua Antonio Eduardo,Jardim Modelo,30,1,0,Apartamento,1100,1226,-23.4656506,-46.5751667
Avenida Afonso Mariano Fagundes,Vila da Saúde,32,1,1,Apartamento,2100,2732,-23.6185821,-46.6482245
Rua José Manso,Vila Matilde,38,1,0,Apartamento,2600,2759,-23.5329304,-46.5285464
Avenida Fagundes Filho,Vila Monte Alegre,75,3,1,Apartamento,2657,3809,-23.6269787,-46.6392261
Avenida Ipiranga,República,38,1,0,Apartamento,1050,1534,-23.5402087,-46.6374753
Rua Dr. Antônio Bento,Santo Amaro,84,2,1,Apartamento,7500,8696,-23.6477438,-46.7038418
Rua Tenente Azevedo,Aclimação,19,1,0,Studio e kitnet,1100,1167,-23.5656493,-46.6279904
Avenida Jabaquara,Mirandópolis,30,1,0,Studio e kitnet,2950,3534,-23.6152422,-46.6385731
Rua Conselheiro Ramalho,Bela Vista,49,2,1,Apartamento,4100,5191,-23.5577177,-46.6443949
Rua Doutor Jesuíno Maciel,Campo Belo,48,1,1,Apartamento,4000,4809,-23.6273512,-46.6633998
Rua Doutor Penaforte Mendes,Bela Vista,40,1,1,Studio e kitnet,1200,2150,-23.5547955,-46.6516181
Rua Dom Sebastião do Rego,Vila Gumercindo,20,1,0,Casa,1100,1147,-23.6037646,-46.6250947
Alameda Barros,Santa Cecília,49,1,0,Apartamento,2100,3221,-23.536349,-46.6566334
Rua Tubarana,Vila Mariana,30,1,0,Apartamento,2700,2804,-23.5865167,-46.627628
Rua Caetano Pinto,Brás,40,1,0,Studio e kitnet,2000,2437,-23.5463504,-46.62279
Rua Correia de Lemos,Chácara Inglesa,36,1,1,Studio e kitnet,2150,2800,-23.6074188,-46.6363768
Rua Macaiá-mirim,Santana,51,2,1,Apartamento,2800,3743,-23.5010492,-46.6377662
Rua João Ventura Batista,Vila Guilherme,42,2,0,Apartamento,1800,2319,-23.5147149,-46.609433
Avenida do Taboão,Taboão,58,2,1,Apartamento,1150,1658,-23.6532747,-46.5919272
Rua Nova Barão,República,44,0,0,Studio e kitnet,1550,2160,-23.546394,-46.6408972
Rua Pedro de Toledo,Vila Clementino,90,1,1,Apartamento,3632,5472,-23.5982644,-46.6446407
Rua Barata Ribeiro,Bela Vista,25,1,1,Apartamento,1500,2282,-23.5558529,-46.6505512
Rua Capitão Zacarias Bernardino Mota,Vila Albertina,30,1,0,Apartamento,896,1011,-23.4556799,-46.6172212
Rua Alexandre Benois,Vila Andrade,51,2,1,Apartamento,3760,3906,-23.6355328,-46.7378303
Rua Jacquey,Vila Helena,52,2,0,Apartamento,1150,1569,-23.653752,-46.5700419
Rua Mateus Grou,Pinheiros,76,2,0,Apartamento,3300,3976,-23.5623251,-46.6857261
Avenida Doutor Cardoso de Melo,Vila Olímpia,90,2,0,Casa,2500,2732,-23.6025398,-46.6759245
Rua dos Banqueiros,Vila Bancária,70,2,0,Apartamento,1300,1350,-23.588668,-46.5232022
Rua Herculano de Freitas,Bela Vista,84,2,1,Apartamento,5500,6554,-23.5559008,-46.6550791
Rua Padre Leão Peruche,Vila Mazzei,58,2,2,Apartamento,2100,2801,-23.4757823,-46.6030256
Rua Antônio Tavares,Aclimação,52,1,0,Apartamento,2000,2577,-23.571247,-46.6254219
Avenida Angélica,Santa Cecilia,46,1,1,Apartamento,4000,5382,-23.5354882,-46.6538904
Avenida Estados Unidos,Parque das Nações,50,2,1,Apartamento,1980,2552,-23.6321561,-46.5297644
Rua Falchi Gianini,Vila Prudente,73,3,1,Apartamento,3400,4232,-23.5816045,-46.5783865
Rua Pedro Taques,Vila Principe de Gales,86,3,2,Apartamento,1928,2593,-23.6610725,-46.5506039
Rua Doutor Mário Ferraz,Jardim Europa,90,1,0,Apartamento,8500,11560,-23.582984,-46.6863932
Avenida Doutor Cardoso de Melo,Vila Olímpia,62,2,1,Apartamento,4655,6267,-23.6025398,-46.6759245
Rua Atibaia,Vila Valparaiso,90,2,2,Apartamento,3690,4004,-23.668447,-46.5478069
Rua Adolfo Gordo,Santa Cecilia,45,1,1,Studio e kitnet,1190,1971,-23.533371,-46.6497912
Avenida Professor Francisco Morato,Vila Sônia,82,2,2,Apartamento,6000,7074,-23.587101,-46.7257507
Rua da Consolação,Consolação,29,1,0,Studio e kitnet,1750,2228,-23.5480826,-46.6492296
Rua Guiratinga,Chácara Inglesa,62,2,1,Apartamento,3306,4411,-23.6033226,-46.6286527
Rua Alexandre Dumas,Santo Amaro,43,2,1,Apartamento,3000,3930,-23.6294724,-46.7086505
Rua Bento Freitas,República,34,1,1,Apartamento,2040,2554,-23.545592,-46.6455747
Rua da Consolação,República,27,1,0,Apartamento,2250,2901,-23.5474806,-46.647408
Rua Augusta,Consolação,23,1,0,Studio e kitnet,2400,3002,-23.5556542,-46.6576028
Rua Doutor Cândido Espinheira,Perdizes,82,2,1,Apartamento,2757,3852,-23.5314678,-46.667183
Rua Borges Lagoa,Vila Clementino,19,1,0,Studio e kitnet,1020,1713,-23.5972377,-46.6412485
Alameda Joaquim Eugênio de Lima,Jardim Paulista,51,1,1,Apartamento,3240,4656,-23.5667161,-46.6513978
Rua Durvalino Trevisan,Parque Continental,60,1,1,Casa,1400,1502,-23.423299,-46.5575896
Rua Capote Valente,Pinheiros,58,2,1,Apartamento,2609,3510,-23.549881,-46.6809439
Rua da Glória,Liberdade,50,2,1,Apartamento,5600,6653,-23.5564179,-46.6341737
Rua Otto de Alencar,Cambuci,45,2,1,Apartamento,2400,2993,-23.5589019,-46.6248346
Rua José Manso,Vila Matilde,38,2,0,Apartamento,2600,2759,-23.5329304,-46.5285464
Rua Santa Isabel,Vila Buarque,41,1,1,Apartamento,4150,4975,-23.5427925,-46.6466641
Rua Alegria,Brás,59,2,1,Apartamento,2825,3548,-23.5493789,-46.6156927
Rua Doutor Franco da Rocha,Perdizes,36,1,1,Apartamento,3600,4490,-23.5333798,-46.6706001
Rua Augusto Farina,Butantã,22,1,0,Studio e kitnet,3500,3635,-23.5814571,-46.7406785
Rua José Manso,Vila Matilde,42,2,0,Apartamento,2600,2759,-23.5329304,-46.5285464
Rua Doutor Samuel Porto,Saúde,68,2,1,Apartamento,2500,3632,-23.6151341,-46.639629
Rua Aluísio Azevedo,Santana,60,2,1,Apartamento,1900,3151,-23.4979878,-46.6364097
Avenida Leonor,Vila Augusta,75,3,2,Apartamento,4800,5735,-23.4853268,-46.5411879
"Rua Alexandrino da Silveira Bueno, São Paulo - Sp, Brasil",Cambuci,40,2,0,Apartamento,1850,2321,-23.5658871,-46.6155755
Rua Caramuru,Vila da Saúde,33,2,0,Apartamento,3000,3683,-23.6136976,-46.6331887
Rua Elias Antonio Zogbi,Santo Amaro,85,2,2,Apartamento,5500,6777,-23.661246,-46.7070745
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Prudente,34,1,0,Studio e kitnet,2180,2543,-23.5824195,-46.5642309
Rua Voluntários da Pátria,Santana,30,1,0,Apartamento,2200,3225,-23.50522,-46.6262536
Rua C,Sacomã,79,3,1,Apartamento,1800,2639,-23.6118887,-46.5922109
Rua Urussuí,Itaim Bibi,70,2,2,Apartamento,4100,6783,-23.5852168,-46.6766138
Rua Clélia,Lapa,100,3,1,Apartamento,2652,3914,-23.5247899,-46.7032033
Rua Alegria,Brás,74,3,1,Apartamento,3915,4950,-23.5493789,-46.6156927
Rua Bela Cintra,Consolação,26,1,0,Studio e kitnet,3292,3927,-23.5564177,-46.6618937
Rua Vale do Alva,Cidade Domitila,45,1,0,Casa,790,824,-23.6625806,-46.6504975
Rua da Chibata,Vila Andrade,73,3,1,Apartamento,2900,3732,-23.6257769,-46.7439616
Avenida Deputado Emílio Carlos,Limão,50,2,1,Apartamento,2200,2944,-23.4986241,-46.6751539
Rua Doutor Carlos Aldrovandi,Jardim Parque Morumbi,57,2,1,Apartamento,2600,3310,-23.6221815,-46.7298237
Rua Guiratinga,Chácara Inglesa,55,2,1,Apartamento,2174,3623,-23.6033226,-46.6286527
Rua Ouro Branco,Jardim Paulista,44,1,1,Apartamento,1980,3527,-23.5708684,-46.661688
Rua Dirceu,Vila Carrão,41,2,0,Apartamento,1530,1724,-23.5611312,-46.5384309
Rua Maestro Cardim,Bela Vista,40,1,1,Apartamento,2000,3133,-23.5695077,-46.6421275
Rua Princesa Isabel,Vila Guiomar,53,2,1,Apartamento,1500,2130,-23.6561418,-46.5437092
Rua Plínio Colás,Lauzane Paulista,90,3,3,Apartamento,2800,4360,-23.4795395,-46.6418183
Rua Oscar Freire,Pinheiros,70,2,1,Apartamento,7600,8980,-23.5577926,-46.6738109
Rua Bento Freitas,República,24,1,0,Studio e kitnet,2800,3458,-23.545592,-46.6455747
Rua Tupi,Santa Cecília,40,1,1,Apartamento,3200,4015,-23.5319183,-46.6598931
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Prudente,45,2,0,Apartamento,3000,3382,-23.5824195,-46.5642309
Rua Doutor Brasilio Machado,Santa Cecília,58,1,0,Apartamento,1800,2459,-23.5385992,-46.6593194
Rua Marina Crespi,Mooca,100,4,2,Apartamento,4500,5958,-23.5569801,-46.6044773
Alameda Olga,Barra Funda,51,1,1,Apartamento,4240,5257,-23.5295312,-46.6633942
Rua Doutor Zuquim,Santana,80,3,0,Apartamento,2000,2452,-23.5009867,-46.622372
Rua Mourato Coelho,Pinheiros,70,2,0,Apartamento,2600,3023,-23.566351,-46.6856195
Rua dos Jequitibás,Campestre,63,2,2,Apartamento,2990,3447,-23.6432719,-46.5499869
Rua Ministro Godói,Perdizes,25,1,0,Apartamento,2950,3494,-23.5383278,-46.6723021
Rua Barata Ribeiro,Bela Vista,25,1,0,Studio e kitnet,3900,4771,-23.5558529,-46.6505512
Rua Guiratinga,Chácara Inglesa,101,3,2,Apartamento,3300,5161,-23.6033226,-46.6286527
Rua Bartira,Perdizes,35,1,0,Studio e kitnet,5000,6148,-23.5368853,-46.6743351
Rua Casa do Ator,Vila Olímpia,26,1,1,Studio e kitnet,3190,4198,-23.5989412,-46.678818
Rua Rêgo Freitas,República,30,1,0,Apartamento,2200,2544,-23.5446445,-46.6466037
Avenida Fagundes Filho,Vila Monte Alegre,50,2,1,Apartamento,2100,3102,-23.6269787,-46.6392261
Rua Wilson Vallim,Vila São Paulo,65,2,1,Apartamento,2000,3146,-23.6573825,-46.6691604
Rua Fidalga,Pinheiros,70,1,3,Apartamento,5000,7637,-23.5557258,-46.6903674
Rua Potunduva,Vila Mariana,15,1,0,Studio e kitnet,1590,1735,-23.5818049,-46.6279579
Avenida dos Carinás,Indianópolis,32,1,0,Apartamento,3450,4103,-23.6132033,-46.6668685
Rua Coronel Lisboa,Vila Mariana,22,1,0,Apartamento,3200,3853,-23.5913454,-46.6392753
Rua Bresser,Brás,63,2,0,Apartamento,1214,2091,-23.5351255,-46.6108563
Rua Fernão Dias,Pinheiros,35,1,1,Apartamento,5000,6418,-23.5669334,-46.6955626
Rua Tuim,Moema,45,1,1,Apartamento,3500,5344,-23.5987614,-46.6675502
Rua Guarau,Mirandópolis,55,1,0,Apartamento,1950,2234,-23.6105315,-46.6384991
Rua Mil Oitocentos E Vinte E Dois,Ipiranga,80,2,0,Apartamento,1750,1898,-23.5918547,-46.5987752
Rua Avanhandava,Bela Vista,25,1,1,Studio e kitnet,2700,3791,-23.5523179,-46.6480901
Rua Casa Forte,Água Fria,83,3,0,Apartamento,1901,2784,-23.4812997,-46.6176079
Rua Magarinos Torres,Vila Maria,80,2,1,Casa,2200,2593,-23.519347,-46.5836121
Rua Glicério,Liberdade,53,2,1,Apartamento,2450,3375,-23.5598117,-46.6311518
Rua Francisco José da Silva,Vila Andrade,38,1,1,Apartamento,2650,3629,-23.6267095,-46.7425972
Rua Gomes de Carvalho,Vila Olímpia,70,2,0,Apartamento,3699,4827,-23.5948667,-46.6896067
Rua Cananéia,Vila Principe de Gales,51,2,2,Apartamento,1580,2058,-23.6630214,-46.5485251
Rua Peixoto Gomide,Jardim Paulista,67,2,1,Apartamento,3293,4551,-23.5608957,-46.6570937
Rua da Glória,Liberdade,30,1,0,Studio e kitnet,2250,2734,-23.5564179,-46.6341737
Rua Alvorada,Vila Olímpia,50,2,1,Apartamento,5400,7067,-23.6019955,-46.6809129
Rua Major Sertório,Vila Buarque,30,1,0,Apartamento,2200,2830,-23.545429,-46.647015
Rua Panamericana,Taboão,85,2,0,Casa,1450,1568,-23.6766166,-46.6125273
Rua Heitor Penteado,Sumarezinho,29,1,0,Studio e kitnet,2330,2760,-23.5461784,-46.6911614
Rua João Ramalho,Perdizes,83,2,1,Apartamento,3500,4373,-23.5366617,-46.6718609
Alameda Ribeirão Preto,Bela Vista,28,1,0,Studio e kitnet,3200,4561,-23.5618655,-46.651964
Rua Sena Madureira,Vila Clementino,27,1,1,Studio e kitnet,2600,4317,-23.5941596,-46.6442194
Rua Cayowaá,Sumaré,90,3,2,Apartamento,10800,12930,-23.5469902,-46.6899356
Rua Lisboa,Pinheiros,30,1,1,Studio e kitnet,3500,4091,-23.5565779,-46.681773
Rua Farsália,Jardim das Maravilhas,74,2,2,Casa,1636,1706,-23.6226772,-46.5164122
Rua Paracuê,Sumaré,65,2,1,Apartamento,4200,4929,-23.5463234,-46.6878847
Rua Gandavo,Vila Clementino,100,4,0,Casa,3600,3753,-23.59208,-46.6402374
Avenida Imperatriz Leopoldina,Vila Leopoldina,27,1,0,Studio e kitnet,1158,1476,-23.5372806,-46.7255653
Avenida Lins de Vasconcelos,Vila Mariana,65,2,2,Apartamento,4200,5451,-23.582811,-46.627526
Rua Doutor Bacelar,Vila Clementino,98,2,2,Apartamento,11100,12930,-23.5939988,-46.6475874
Avenida Estado,Cambuci,50,1,0,Apartamento,1407,1781,-23.5574918,-46.6192678
Rua Voluntários Paulistas,Vila Principe de Gales,76,2,1,Apartamento,1450,1656,-23.6616823,-46.5517845
Rua Francisco da Lira,Jardim Leonor Mendes de Barros,86,3,2,Apartamento,3055,3944,-23.4717033,-46.608686
Rua dos Caciques,Vila da Saúde,61,1,2,Apartamento,3000,4200,-23.6164533,-46.6315542
Rua Paris,Sumaré,30,1,1,Apartamento,2650,3106,-23.5418308,-46.6873873
Rua Dona Ana Neri,Cambuci,55,2,1,Apartamento,2390,2874,-23.5549807,-46.6142711
Rua Domingos de Morais,Vila Mariana,99,2,0,Apartamento,4200,5295,-23.5969977,-46.6365862
Rua José Getúlio,Liberdade,36,1,0,Apartamento,2100,2911,-23.5689811,-46.6341892
Rua Zanzibar,Casa Verde,55,2,1,Apartamento,2400,3193,-23.5140629,-46.6542028
Avenida Guilherme Giorgi,Vila Carrão,74,3,1,Apartamento,2500,3361,-23.5469073,-46.5413869
Rua Bento Freitas,República,30,1,0,Studio e kitnet,1900,2424,-23.545592,-46.6455747
Avenida Itaboraí,Bosque da Saúde,52,1,1,Apartamento,1768,2261,-23.6089,-46.6265542
Rua Washington Luís,Centro,40,1,1,Apartamento,1900,2736,-22.8370517,-45.2601189
Rua Bela Cintra,Consolação,24,1,0,Studio e kitnet,2450,3315,-23.5564177,-46.6618937
Rua Quatá,Vila Olímpia,53,1,2,Apartamento,3924,5424,-23.5953087,-46.6840722
Rua Dom Lucas Obes,Ipiranga,34,1,0,Studio e kitnet,2500,2796,-23.5887504,-46.5979474
Avenida Kennedy,Jardim do Mar,36,1,1,Studio e kitnet,2047,2743,-23.684056,-46.5583927
Avenida Ajarani,Cidade Patriarca,63,3,1,Apartamento,1599,2316,-23.5408435,-46.51231
