address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Avenida Rio Branco,Campos Elíseos,40,1,1,Apartamento,1609,2696,,
Rua Aurora,Santa Efigênia,26,1,0,Studio e kitnet,1200,1569,,
Rua Antonieta Leitão,Nossa Senhora do Ó,70,3,1,Apartamento,2800,3503,-23.5026301,-46.6968761
Alameda Ribeiro da Silva,Campos Elíseos,24,1,0,Studio e kitnet,3009,3048,,
Av. Padre Arlindo Vieira,Jardim Maria Estela,66,3,1,Apartamento,2310,2915,,
Rua Dona Tecla,Jardim Flor da Montanha,77,3,2,Apartamento,2420,3027,,
Rua Alexandre Levi,Cambuci,72,2,2,Apartamento,3800,4598,-23.5584776,-46.6204331
Avenida Padre Lebret,Jardim Leonor,80,2,2,Apartamento,6000,7735,,
Rua Maracanã,Vila Ipojuca,89,2,2,Apartamento,7000,8999,-23.5371419,-46.7064516
Rua Engenheiro Jorge Oliva,Vila Mascote,80,2,2,Apartamento,4000,5463,-23.6450351,-46.6669189
Rua Benjamin Costa,Jardim Aeroporto,100,3,2,Casa,3800,3961,,
Rua Humberto I,Vila Mariana,30,1,0,Studio e kitnet,4850,5587,-23.5871207,-46.6407645
Rua Azevedo Macedo,Vila Mariana,26,1,0,Studio e kitnet,3000,3616,-23.5806193,-46.6397502
Rua Joaquim Antunes,Pinheiros,96,3,1,Apartamento,5000,6535,-23.5655893,-46.6805614
Rua Maria Pais de Barros,Vila Marari,30,1,0,Studio e kitnet,790,821,,
Avenida Engenheiro Luiz Carlos Berrini,Cidade Monções,70,1,1,Apartamento,7000,8638,,
Rua Dona Vitu Giorgi,Jardim Leonor,54,2,1,Apartamento,2000,2681,,
Rua Guaratuba,Vila Guarani (z Sul),48,1,1,Apartamento,1475,2257,,
Alameda Campinas,Jardim Paulista,30,1,0,Apartamento,2705,4073,-23.1446481,-46.5577696
Rua Pretória,Vila Formosa,30,1,0,Apartamento,1750,2068,-23.5586913,-46.5521461
Alameda Barão de Limeira,Campos Elíseos,70,2,0,Apartamento,1759,2587,,
Rua Ascencional,Jardim Ampliação,65,2,1,Apartamento,3000,4069,,
Rua Ouro Branco,Jardim Paulista,39,1,1,Apartamento,1980,3420,-23.5708684,-46.661688
Rua Vale da Perdiz,Jardim Miriam,26,1,0,Casa,730,761,-23.6776692,-46.6318003
Rua Doutor Djalma Pinheiro Franco,Vila Santa Catarina,27,1,0,Studio e kitnet,2500,2613,,
Travessa Antônio Bernacchi,Parada Inglesa,50,1,0,Casa,1350,1407,-23.4851298,-46.6039444
Rua Luís Coelho,Consolação,48,1,1,Apartamento,2430,4276,-23.5565553,-46.6594056
Rua Francisco Pessoa,Vila Andrade,107,3,2,Casa em condomínio,5400,7423,-23.6271626,-46.7371642
Rua São Vicente de Paulo,Santa Cecilia,38,1,1,Studio e kitnet,2230,3066,-23.5393446,-46.6566677
Rua Alves Guimarães,Pinheiros,24,1,0,Studio e kitnet,3500,3908,-23.5516401,-46.6811417
Alameda Joaquim Eugênio de Lima,Jardim Paulista,45,1,1,Apartamento,3000,3986,-23.5667161,-46.6513978
Rua das Nhandirobas,Jabaquara,14,1,0,Studio e kitnet,1500,1520,-23.6501553,-46.6489036
Rua Templários,Vila Formosa,85,2,1,Apartamento,4200,5020,-23.5663907,-46.5544462
Rua Alvorada,Vila Olímpia,67,2,1,Apartamento,3300,5139,-23.6019955,-46.6809129
Avenida Celso Garcia,Brás,50,1,0,Apartamento,1250,1654,-23.5397235,-46.610307
Rua das Monções,Jardim Sílvia,74,2,2,Apartamento,3200,3942,,
Rua Adolfo Reile,Jardim Celeste,63,3,1,Apartamento,2500,3396,,
Rua das Nhandirobas,Jabaquara,14,1,0,Apartamento,1500,1520,-23.6501553,-46.6489036
Rua Capitão Pacheco E Chaves,Vila Prudente,35,1,0,Studio e kitnet,1200,1512,-23.5818214,-46.5877181
Rua Brás Sangiovanni,Vila Monte Alegre,62,2,1,Apartamento,2300,2984,,
Rua Agostinho Rodrigues Filho,Indianópolis,26,1,0,Studio e kitnet,3500,4225,,
Rua Alves Guimarães,Pinheiros,58,2,1,Apartamento,5000,6147,-23.5516401,-46.6811417
Rua Brigadeiro Galvão,Barra Funda,47,2,2,Apartamento,2800,3452,,
Rua Doutor Albuquerque Lins,Santa Cecília,52,2,1,Apartamento,1986,2613,-23.5314992,-46.6528609
Rua Paulistânia,Sumarezinho,49,1,0,Apartamento,3369,3999,-23.5467932,-46.6921502
Rua Casa do Ator,Vila Olímpia,30,1,1,Studio e kitnet,3696,4817,-23.5989412,-46.678818
Avenida do Oratório,Jardim Guairaca,45,2,1,Apartamento,1700,2066,,
"Bela Vista, São Paulo - Sp, 01321-001, Brasil",Bela Vista,82,2,1,Apartamento,7000,8438,-23.55706,-46.65002275247562
Praça Franklin Roosevelt,Consolação,29,1,0,Apartamento,2500,3096,,
Rua Mossamedes,Vila Santo Estevão,45,1,0,Casa,950,1060,,
Avenida Túlio Teodoro de Campos,Vila Paulista,56,3,1,Apartamento,2700,3554,,
Rua Genebra,Bela Vista,35,1,1,Studio e kitnet,1200,1782,,
Avenida Moaci,Planalto Paulista,78,2,1,Apartamento,3900,5610,,
Rua Domingos da Fonseca,Parque da Mooca,50,2,1,Apartamento,1500,2310,-23.5756312,-46.5906855
Rua Frei Orlando,Vila Santa Isabel,45,2,0,Apartamento,1800,2119,,
Rua Antonieta Leitão,Nossa Senhora do Ó,75,2,1,Apartamento,2400,3134,-23.5026301,-46.6968761
Rua Sampaio Viana,Paraíso,80,2,2,Apartamento,11500,15260,-23.5742729,-46.6476894
Rua Baltazar da Veiga,Vila Nova Conceição,42,1,1,Apartamento,3200,5390,,
Rua Agostinho Gomes,Ipiranga,44,1,1,Apartamento,2200,2851,-23.5959964,-46.603289
Rua Mario Amaral,Paraíso,100,3,1,Apartamento,7270,8899,-23.574237,-46.6478442
Rua Casa do Ator,Vila Olímpia,36,1,1,Studio e kitnet,3696,4955,-23.5989412,-46.678818
Rua dos Timbiras,Centro,42,1,1,Apartamento,1999,2618,,
Rua Balsa,Freguesia do Ó,59,2,1,Apartamento,2800,3335,-23.5057373,-46.7022841
Rua Vichy,Vila Baruel,37,2,0,Apartamento,1300,1749,,
Rua Domingos Fasolari,Casa Verde,40,1,1,Apartamento,1800,2562,-23.5111932,-46.6556164
Rua Aziz Jabur Maluf,Vila Clementino,100,2,1,Casa,5650,6139,,
Rua dos Pinheiros,Pinheiros,84,2,1,Apartamento,5900,7081,-23.5677563,-46.6929269
Rua Sansão Alves dos Santos,Cidade Monções,44,1,1,Apartamento,6500,8001,,
Avenida Aratãs,Indianópolis,85,2,1,Apartamento,3500,4847,-23.6100849,-46.6620836
Rua Doutor Nogueira Martins,Saúde,65,2,1,Apartamento,3000,4202,-23.6150794,-46.6335116
Rua Castro Alves,Aclimação,45,1,1,Apartamento,3000,3719,-23.5662818,-46.6395455
Rua Alexandre Benois,Vila Andrade,43,1,1,Apartamento,1790,2591,-23.6355328,-46.7378303
Rua Diogo Jácome,Moema,43,1,1,Apartamento,5500,6960,-23.5966111,-46.6674415
Rua da Mata,Itaim Bibi,172,4,1,Apartamento,12000,15190,-23.5798635,-46.6760668
Rua Domingos da Fonseca,Parque da Mooca,70,2,1,Apartamento,1300,2239,-23.5756312,-46.5906855
Ibituruna,Parque Imperial,60,2,1,Apartamento,2300,2981,-23.6229093,-46.6362151
Rua Abílio Soares,Paraíso,94,2,1,Apartamento,2712,4579,-23.5752156,-46.6472522
Rua da Consolação,Consolação,27,1,1,Apartamento,2020,2711,-23.5480826,-46.6492296
Rua Pamplona,Jardim Paulista,66,1,2,Apartamento,5400,7034,-23.5637036,-46.6537602
Rua Pais Leme,Pinheiros,68,2,1,Apartamento,10310,12160,-23.5681267,-46.7010797
Rua Américo Brasiliense,Chácara Santo Antônio (zona Sul),70,2,1,Apartamento,5500,6896,,
Rua Oscar Freire,Pinheiros,33,1,1,Studio e kitnet,2300,3619,-23.5577926,-46.6738109
Rua Consolação,Consolação,25,1,0,Studio e kitnet,1800,2469,-23.5480826,-46.6492296
Rua Bruxelas,Sumaré,90,2,1,Apartamento,7500,10010,-23.5425964,-46.682509
Rua Casa do Ator,Vila Olímpia,25,1,1,Studio e kitnet,3696,5002,-23.5989412,-46.678818
Rua Marquês de Itu,Vila Buarque,65,2,1,Apartamento,4000,6207,-23.5438283,-46.6470607
Rua Henrique Casela,Jardim América da Penha,45,1,0,Apartamento,984,1302,,
Avenida Divino Salvador,Planalto Paulista,80,3,1,Apartamento,8000,10300,,
Avenida Pompéia,Vila Pompéia,81,3,1,Apartamento,3600,5073,-23.5381619,-46.6906875
Rua Piracuama,Sumaré,84,3,1,Apartamento,3300,4554,-23.5380313,-46.6836934
Rua Frei Orlando,Vila Santa Isabel,70,2,0,Apartamento,1800,2104,,
Rua Alméria,Vila Granada,34,1,0,Apartamento,1190,1386,-23.5288622,-46.516766
Rua Santo Egídio,Chora Menino,40,3,0,Casa,900,1063,,
Avenida Rio de Janeiro,Vila Bremen,50,2,2,Apartamento,1300,1750,,
Rua Doutor Antônio Bento,Santo Amaro,103,2,1,Apartamento,5153,6132,-23.6477438,-46.7038418
Rua Ivaí,Tatuapé,92,2,2,Apartamento,6900,7910,-23.5334078,-46.5791834
Rua Conde Juliano,Vila Humaitá,69,2,2,Apartamento,2650,3317,-23.6736391,-46.5065119
Avenida Conceição,Carandiru,70,2,1,Apartamento,4366,5266,,
Rua Coronel Donato,Vila Matilde,48,2,1,Apartamento,1350,2074,-23.540745,-46.5275771
R. Joseph Nigri,Jardim Peri,60,1,1,Apartamento,4600,5963,,
Rua Doutor Sérgio Meira,Barra Funda,64,2,1,Apartamento,2800,3787,,
Rua Jorge Cândido Marin,Taboão,50,2,1,Apartamento,1300,2000,-23.6593528,-46.6160899
Rua Conselheiro Lafayette,Santa Paula,85,3,1,Apartamento,1944,2679,-23.6169938,-46.5543019
Avenida Eliseu de Almeida,Instituto de Previdencia,66,3,1,Apartamento,4000,4881,,
Rua Tabatinguera,Sé,49,2,1,Apartamento,1200,2156,-23.5521762,-46.6274643
Rua Dona Antônia de Queirós,Consolação,37,1,1,Apartamento,2700,3588,-23.552122,-46.6525541
Rua Amaral Gurgel,Vila Buarque,34,1,0,Studio e kitnet,1500,2062,-23.5453051,-46.6477333
Rua Paulo Orozimbo,Cambuci,164,2,2,Apartamento,4600,6664,,
Rua Frederico Abranches,Vila Buarque,37,1,1,Apartamento,2000,2773,,
Rua Trajano Reis,Jardim das Vertentes,84,3,2,Apartamento,3000,4333,,
Avenida Leôncio de Magalhães,Jardim São Paulo(zona Norte),60,1,0,Apartamento,1230,1687,,
Rua Municipal,Fundação,70,1,0,Casa,1500,1563,-23.6073627,-46.5680348
Rua Ibéria,Vila Isolina Mazzei,80,1,1,Casa,1250,1703,,
Rua Senador Felício dos Santos,Liberdade,70,1,1,Casa,1998,2225,-23.5658015,-46.6344655
Rua Dráusio,Butantã,37,1,1,Apartamento,3300,3902,-23.5775461,-46.7082954
Rua Soldado João de Oliveira,Chácara Inglesa,232,4,6,Casa,3000,3513,,
Rua Simão de Tolêdo Piza,Água Rasa,40,1,0,Casa,950,990,-23.5728132,-46.5757354
Avenida Ipiranga,Santa Cecilia,29,1,0,Studio e kitnet,1007,1306,,
Rua Glauber Rocha,Jardim Alzira,110,2,1,Casa,1305,1360,,
Rua Américo Vespucci,Vila Prudente,175,2,1,Casa,3000,3461,-23.5834361,-46.5788556
Avenida Doutor Rudge Ramos,Rudge Ramos,49,1,1,Studio e kitnet,1420,2040,-23.6492115,-46.578077
Avenida Professor Miguel Franchini Neto,Loteamento City Jaragua,38,2,0,Apartamento,1200,1547,,
Rua Vera,Jardim Santa Mena,80,1,1,Casa,1320,1411,-23.4516522,-46.5410787
Rua Paim,Bela Vista,34,1,0,Studio e kitnet,1000,1514,-23.5548176,-46.6490388
Avenida Ítalo Brasileiro Piva,Picanço,60,2,1,Apartamento,1828,2394,-23.4480468,-46.5472524
Rua Dom Estevão Pimentel,Chácara Belenzinho,86,2,2,Casa em condomínio,2197,2720,,
Rua Ana Benvinda de Andrade,Santana,80,2,0,Casa,2000,2173,-23.4929896,-46.6270756
Rua Doutor Roberto Mercatelli,Barra Funda,140,3,2,Casa,3850,4057,,
Rua Major Dantas Cortez,Vila Gustavo,49,2,1,Apartamento,1800,2292,-23.4850273,-46.5928799
Avenida General Ataliba Leonel,Parada Inglesa,60,2,1,Apartamento,2200,2905,-23.4914214,-46.608776
Rua Assunta Dores de Sica,Vila Nova Mazzei,70,2,3,Casa,2000,2343,,
Rua Jaci,Chácara Inglesa,85,1,0,Apartamento,2500,2596,-23.605836,-46.6285359
Rua Epaminondas Melo do Amaral,Sítio do Mandaqui,59,2,2,Apartamento,1550,2393,,
Rua Maria Luiza de Pinho,Parque da Mooca,30,1,0,Studio e kitnet,1600,1762,,
Rua Agostinho Gomes,Ipiranga,40,1,0,Casa,1133,1381,-23.5959964,-46.603289
Rua Francisca Emilia,Vila Firmiano Pinto,35,1,0,Casa,1130,1304,-23.6003084,-46.6185147
Rua Jaíba,Vila Nair,60,1,1,Apartamento,1544,1633,,
Rua Bartira,Perdizes,85,2,0,Casa,2900,3359,-23.5368853,-46.6743351
Rua São Januário,Parada Inglesa,50,1,0,Casa,1300,1404,-23.4832488,-46.6036822
Rua Dois de Janeiro,Vila Salete,40,1,0,Apartamento,1120,1304,,
Avenida Conselheiro Carrão,Chácara Califórnia,52,1,0,Casa,1400,1594,,
Rua Carbonífera,Vila União (zona Leste),50,1,1,Casa,1400,1460,,
Rua Algarobeira,Vila Iório,85,2,1,Casa,2100,2191,,
Rua Pedro Bitolo,Rudge Ramos,130,2,2,Casa,2000,2219,-23.6559696,-46.5746979
Rua Conselheiro Moreira de Barros,Santana,54,1,0,Apartamento,2100,2302,-23.4954806,-46.6302317
Rua Tenente Heli Câmara,Freguesia do Ó,40,2,0,Casa em condomínio,1312,1472,-23.5050532,-46.6951671
Rua do Bosque,Barra Funda,35,2,0,Apartamento,2200,2568,-23.5232654,-46.666378
Rua Itararé,Vila Alzira,130,2,1,Apartamento,2300,2523,-23.6762697,-46.5223691
Rua Antônio José Parra Primeiro,Sítio do Piqueri,35,1,0,Casa,750,782,,
Rua Renato Rinaldi,Vila Carrão,130,3,2,Casa,3200,3436,-23.5515607,-46.538792
Rua Luiz Vieira de Souza,Taboão,47,2,1,Apartamento,1500,2294,-23.6593688,-46.6156903
Rua Borges Ladário,Parada Inglesa,38,1,0,Apartamento,1420,1502,-23.4843742,-46.6021733
Rua Silveira Bueno,Chácara Califórnia,35,1,0,Studio e kitnet,1580,1651,,
Rua do Bosque,Barra Funda,36,2,0,Apartamento,2200,2568,-23.5232654,-46.666378
Praça Franklin Roosevelt,Consolação,55,2,0,Apartamento,1996,2690,,
Rua Cândido Vale,Tatuapé,40,1,1,Studio e kitnet,2950,3614,-23.5350604,-46.5692213
Rua da Imprensa,Vila São José (ipiranga),58,2,2,Apartamento,3402,4593,,
Avenida Brigadeiro Luís Antônio,Jardim Paulista,70,2,0,Apartamento,2710,3467,-23.5687429,-46.6499868
Avenida Senador Vergueiro,Anchieta,60,1,1,Apartamento,1249,1813,-23.6730282,-46.5585655
"Est. Velha da Penha, 88 - Tatuapé, São Paulo - Sp, 03090-020, Brasil - Cond. Residencial Aldeia dos Pássaros",Tatuapé,68,2,3,Apartamento,2483,3311,,
Rua Pampa,Cidade Vargas,60,1,0,Studio e kitnet,1400,1554,,
Rua Asdrúbal do Nascimento,Bela Vista,50,2,0,Apartamento,2330,2986,,
Avenida Agenor Couto de Magalhães,Jardim Regina,52,2,1,Apartamento,2600,2700,,
Avenida da Liberdade,Liberdade,68,1,0,Apartamento,1904,2518,-23.5605273,-46.6383623
Rua Major Diogo,Bela Vista,30,1,0,Studio e kitnet,1500,2087,-23.5574899,-46.6427711
Rua Pedro de Castro Velho,Jardim Iva,45,1,0,Casa,950,1014,,
Rua Wilson Ribeiro Bonfim,Jardim Marajoara,34,2,0,Apartamento,1800,2139,,
Rua Guaianases,Campos Elíseos,34,1,0,Apartamento,700,1127,,
Rua Coronel Joaquim Antônio Dias,Vila Azevedo,30,1,0,Studio e kitnet,1680,2050,-23.5413214,-46.5739223
Rua Rosário do Sul,Jardim Maringá,50,1,0,Casa,1159,1249,,
Rua Nancy Silva Cabral,Parque Continental Ii,55,1,0,Apartamento,1200,1287,-23.4261401,-46.5494421
Rua Anhumas,Vila Ema,50,2,0,Casa,1114,1261,,
Rua Afonso Xiii,Vila Campestre,80,2,2,Casa,1768,1885,,
Rua 17 de Janeiro,Morumbi,60,1,1,Apartamento,2000,2077,-23.6191251,-46.7219709
Rua Alméria,Vila Granada,39,1,0,Apartamento,1400,1694,-23.5288622,-46.516766
Rua Manuel Justiniano Quintão,Freguesia do Ó,88,2,1,Casa em condomínio,2680,3043,-23.4941114,-46.6888796
Alameda Eduardo Prado,Campos Elíseos,40,1,1,Apartamento,1250,1857,,
Rua Doutor Nicolau Alberto Defina,Jardim da Saúde,65,2,1,Apartamento,1200,1949,-23.6165865,-46.6108766
Avenida São João Batista,Rudge Ramos,63,2,1,Apartamento,1308,1853,-23.6521037,-46.5711904
Rua Augusto Soares,Jardim Paramount,74,2,2,Apartamento,3500,4313,-23.673825,-46.56894
Rua Heitor Penteado,Sumarezinho,47,1,0,Apartamento,2300,2589,-23.5461784,-46.6911614
Rua Antônio Gomes Ferreira,Parque Fongaro ,33,2,0,Apartamento,3000,3351,-23.6339516,-46.5941399
Rua Itanhaém,Vila Prudente,58,2,1,Apartamento,1550,2507,-23.5821502,-46.575926
Rua Floro de Oliveira,Jardim Adriana,50,2,1,Apartamento,1200,1547,,
Avenida Salgado Filho,Centro,32,1,1,Studio e kitnet,2000,2499,-23.465254,-46.530225
Rua Eugênio de Freitas,Vila Guilherme,61,2,1,Apartamento,2800,3533,-23.5195509,-46.6021683
Rua Marie Nader Calfat,Panamby,38,1,1,Studio e kitnet,1800,2465,,
Alameda dos Apetupás,Planalto Paulista,100,2,1,Casa,2400,2710,,
Rua Professora Gioconda Mussolini,Vila Gomes,100,2,3,Casa,3900,4583,,
Rua Pamplona,Bela Vista,65,1,1,Apartamento,4800,4862,-23.563494,-46.653563
Rua Nhengaibas,Água Rasa,42,2,0,Casa,1500,1673,-23.579737,-46.5638827
Rua Zurich,Taboão,60,2,2,Apartamento,1850,2464,-23.6549041,-46.5997385
Rua Abaíbas,Vila Palmeiras,35,1,0,Casa,734,853,,
Rua Ibirajá,Vila Guarani,35,1,0,Apartamento,2200,2546,-23.6313075,-46.6398786
Rua Oscar Cintra Gordinho,Liberdade,30,1,0,Apartamento,1050,1391,,
Rua Almirante Sousa Braga,Jabaquara,75,1,0,Casa,1900,2031,,
Rua Glicério,Sé,69,2,0,Apartamento,1800,2596,-23.5545458,-46.6284016
Rua Conselheiro Moreira de Barros,Santana,52,1,0,Apartamento,2100,2298,-23.4954806,-46.6302317
Rua Borges,Parada Inglesa,57,2,0,Apartamento,2200,2919,-23.4823593,-46.6011977
Rua Coronel Mursa,Brás,20,1,0,Apartamento,1963,2242,-23.548639,-46.6163579
Rua Santo Antônio,Bela Vista,52,2,1,Apartamento,2742,3537,-22.5959374,-46.5169555
Rua Ivaí,Santa Maria,75,2,1,Apartamento,1850,2392,-23.6390129,-46.5534134
Avenida Jerimanduba,Jaraguá,125,3,1,Casa,1800,1897,-23.4548142,-46.7480345
Rua Jean de La Huerta,Vila Brasilina,100,3,0,Casa,1788,1889,,
Rua Barão de Itapetininga,República,35,1,0,Studio e kitnet,1200,1727,-23.5444971,-46.6408117
Praça Barão de Itaqui,Vila Gomes Cardim,50,1,1,Apartamento,2657,3435,-23.54036675,-46.568056850000005
Rua Filipe Camarão,Tatuapé,40,1,1,Apartamento,2434,3108,-23.5387288,-46.5793877
Rua Amaral Gurgel,Vila Buarque,40,1,0,Studio e kitnet,1000,1463,-23.5453051,-46.6477333
Rua Rodovalho Junior,Penha de França,50,2,0,Casa em condomínio,1350,1502,-23.5214572,-46.5498274
Rua Nelson Patrizzi,Rudge Ramos,163,3,2,Casa,4100,4252,-23.6495165,-46.57562
Praça Barão de Itaqui,Vila Gomes Cardim,45,1,1,Apartamento,2400,3058,-23.54036675,-46.568056850000005
Rua Arruda Alvim,Pinheiros,50,1,2,Apartamento,3707,5006,-23.5537671,-46.6750572
Rua Ciridião Durval,Vila Paulista,34,1,1,Apartamento,1252,2148,,
Rua Rio Espera,Vila Rio de Janeiro,130,3,2,Casa,3700,3943,-23.446835,-46.5287566
Rua Frei Walter Kempt,Vila Tolstoi,28,1,0,Studio e kitnet,758,857,,
Rua Rosa E Silva,Santa Cecília,55,1,0,Apartamento,1770,2123,-23.5332171,-46.6567792
Rua Mil Oitocentos E Vinte E Dois,Ipiranga,26,1,0,Casa,1231,1283,-23.5918547,-46.5987752
Rua Genésio Arruda,Chácara Inglesa,55,2,1,Apartamento,1590,1771,,
Rua Baltazar Lisboa,Vila Mariana,44,1,1,Apartamento,3500,4414,-23.5848317,-46.6312233
Avenida Junta Mizumoto,Jardim Peri Peri,23,1,0,Casa em condomínio,1500,1734,,
Rua Antônio Gil,Jardim Alzira,50,2,1,Apartamento,2700,3194,,
Rua Dona Brígida,Vila Mariana,85,1,0,Apartamento,3990,4684,-23.5830971,-46.6299046
Rua Ibiaporã,Cursino,70,2,1,Casa,2000,2034,-23.6327286,-46.6188325
Rua Bartolomeu de Gusmão,Vila Mariana,44,1,1,Apartamento,2222,2906,-23.5866149,-46.6316628
Rua Marquês de Lages,Vila Brasilina,176,4,2,Casa,3000,3150,,
Avenida Monte Celeste,Vila Santa Maria,70,2,0,Casa em condomínio,1100,1215,,
Rua dos Timbiras,Santa Efigênia,36,1,1,Apartamento,1590,2464,,
Rua Serra de Bragança,Vila Gomes Cardim,50,1,1,Apartamento,2999,3914,-23.5451103,-46.5690758
Rua Doutor Bento Teobaldo Ferraz,Várzea da Barra Funda,44,2,0,Apartamento,2200,2685,,
Rua João Moreno dos Santos,Vila Souza,88,2,0,Casa,1600,1735,,
Rua 24 de Maio,República,40,1,0,Apartamento,1247,1745,-23.5444986,-46.6392979
Rua Professor José Miziara,Santa Teresinha,56,2,1,Apartamento,1600,2395,-23.4897222,-46.6391261
Rua Joaquim dos Santos Andrade,Sé,28,1,0,Studio e kitnet,1003,1016,-23.5515837,-46.6295351
Rua Cananéia,Vila Valparaíso,56,2,2,Apartamento,2300,2869,,
Rua Emílio do Lago,Jardim Vila Formosa,140,3,2,Casa,2750,2906,,
Rua Pequetita,Vila Olímpia,47,1,1,Studio e kitnet,3200,4247,-23.5921353,-46.6854702
Rua Gregório Lopes,Parque Mandaqui,175,3,4,Casa,3500,3947,,
Avenida dos Ourives,Jardim São Savério,41,2,1,Apartamento,1470,1857,,
Rua Fosca,Jardim Previdência,50,2,1,Apartamento,2335,2975,-23.6239154,-46.6129705
Avenida Monte Celeste,Vila Santa Maria,100,3,1,Casa,2100,2279,,
Rua Tobias Barreto,Mooca,85,2,0,Casa,2200,2293,-23.5520539,-46.5902581
Rua Amandaú,Tucuruvi,34,2,0,Apartamento,2200,2590,-23.4891168,-46.6081076
Rua Joaquim Norberto,Vila Paulicéia,45,1,2,Apartamento,2000,2853,-23.4878837,-46.6162005
Rua Candiolina Matos de Santana,Parque Continental Ii,40,1,0,Casa,910,957,-23.4300534,-46.5573167
Rua Campo Largo,Vila Bertioga,50,1,0,Casa,950,1025,,
Rua da Mooca,Mooca,35,1,0,Apartamento,1650,1713,-23.5555141,-46.6002032
Rua Coronel Vieira de Castro,Imirim,50,1,0,Casa,900,938,-23.4950095,-46.6447469
Rua Santo Antônio,Bela Vista,35,1,1,Studio e kitnet,2720,3435,-22.5959374,-46.5169555
Rua Desembargador Aragão,Vila Mariana,40,1,1,Apartamento,4200,4734,-23.5931034,-46.6310962
Rua João Burjakian,Lauzane Paulista,15,1,0,Studio e kitnet,550,591,-23.4750963,-46.6431451
Rua Scuvero,Cambuci,50,2,1,Apartamento,1900,2623,,
Rua Silva Teles,Pari,69,3,2,Apartamento,3500,4112,-23.5327887,-46.6133132
Rua Paim,Bela Vista,33,1,1,Studio e kitnet,1000,1604,-23.5548176,-46.6490388
Avenida Raimundo Pereira de Magalhães,Jardim Marilu,62,2,1,Apartamento,1600,2112,,
Rua Helena Zerrener,Liberdade,28,1,0,Apartamento,819,1169,,
Rua Coronel Gustavo Santiago,Vila Zilda,30,1,0,Apartamento,2000,2277,,
Avenida Vereador José Diniz,Santo Amaro,41,1,1,Apartamento,3400,4047,-23.6272108,-46.6845584
Rua Dona Elisa,Barra Funda,74,3,2,Apartamento,5800,7195,-23.5297569,-46.6630989
Rua Paim,Bela Vista,53,1,1,Studio e kitnet,3700,4691,-23.5548176,-46.6490388
Rua Coronel Mursa,Brás,18,1,0,Studio e kitnet,1850,2119,-23.548639,-46.6163579
Rua Jairo de Almeida Machado,Jaraguá,75,2,1,Casa em condomínio,1450,1961,-23.4426854,-46.7278281
Rua Valson Lopes,Vila Butantã,28,1,0,Apartamento,1800,2189,,
Rua Georgina de Albuquerque,Parque Jabaquara,100,2,1,Casa,3500,3777,,
Rua Caiowaa,Perdizes,70,2,1,Apartamento,2550,3555,,
Rua Salvador Caruso,Vila Ipojuca,57,2,2,Apartamento,2550,3809,-23.53638,-46.7037955
Rua Guanabara,Vila Brasilio Machado,21,1,0,Studio e kitnet,1000,1153,,
Rua Cardeal Enrico Dante,Vila Nova Mazzei,60,1,0,Casa,1300,1355,,
Rua Caetano Pinto,Brás,28,1,0,Studio e kitnet,1550,1984,-23.5463504,-46.62279
Avenida Cipriano Rodrigues,Vila Formosa,38,2,1,Apartamento,2000,2377,-23.5757295,-46.5287291
Rua do Manifesto,Ipiranga,20,1,0,Casa em condomínio,950,1024,-23.5983312,-46.5994069
Rua Baltazar da Silveira,Vila Pereira Cerca,50,1,0,Casa,840,891,-23.4973484,-46.7096481
Rua Alcantarilla,Vila Andrade,65,1,2,Apartamento,2000,3612,-23.6347977,-46.7321659
Rua Frei Gaspar,Mooca,34,1,0,Apartamento,2300,2859,-23.5483636,-46.6062813
Rua Paraíba,Centro,68,2,1,Apartamento,3317,4189,-22.4798906,-46.6336738
Rua Doutor Carlos Augusto de Campos,Santo Amaro,39,1,0,Studio e kitnet,2400,2893,-23.6474161,-46.7076418
Rua Doutor Teodoro Baima,República,28,1,0,Apartamento,1637,2028,-23.5469392,-46.6461959
Rua Afonso Celso,Vila Mariana,52,1,1,Apartamento,1986,3116,-23.5952056,-46.6350552
Rua Rubens de Souza Araújo,São Domingos,56,2,1,Apartamento,2300,3194,-23.5057408,-46.7437372
Avenida Senador Queirós,Centro Histórico de São Paulo,34,1,0,Studio e kitnet,1000,1438,,
Avenida Vila Ema,Vila Ema,23,1,0,Apartamento,1230,1647,-23.580112,-46.569454
Rua Josef Kryss,Parque Industrial Tomas Edson,42,2,0,Apartamento,2850,3310,,
Rua São Paulo,Taboão,55,2,1,Apartamento,2500,2971,-23.6652196,-46.6107359
Rua Sargento Estanislau Custódio,Jardim Boa Vista (zona Oeste),30,1,0,Apartamento,1100,1342,,
Rua Porcelana,Vila do Encontro,49,1,1,Apartamento,2300,2889,-23.654824,-46.6386976
Rua Serra de Botucatu,Vila Gomes Cardim,99,3,2,Apartamento,6000,7451,-23.5430733,-46.5641559
Avenida Deputado Emílio Carlos,Limão,73,2,1,Apartamento,1750,2377,-23.4986241,-46.6751539
Rua Joaquim Antunes,Pinheiros,90,2,0,Apartamento,4100,4948,-23.5655893,-46.6805614
Rua Benjamin Pereira,Jaçanã,30,1,0,Casa,1100,1147,-23.4665303,-46.5850808
Rua Conde Siciliano,Rudge Ramos,95,2,1,Apartamento,1782,2290,-23.6676845,-46.5711958
