address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Avenida Presidente Humberto de A. Castelo Branco,Vila Algusta,90,2,1,Apartamento,2000,2672,,
Avenida Otávio Braga de Mesquita,Vila Flórida,72,2,2,Apartamento,1500,2073,,
Rua Pampa,Cidade Vargas,60,1,0,Apartamento,1400,1554,,
Rua Saturnino de Meireles,Vila Penteado,60,1,0,Casa,830,881,,
Rua Pantojo,Vila Regente Feijó,65,2,1,Apartamento,2500,3486,,
Rua João Mafra,Vila Brasílio Machado,45,2,0,Casa,1195,1316,,
Rua Doutor Elias Chaves,Campos Elíseos,40,1,1,Apartamento,1150,1731,,
Rua Merino,Jardim Julieta,50,1,0,Casa,870,907,,
Rua Jaracatiá,Jardim Umarizal,52,2,1,Apartamento,1950,2514,,
Rua do Direito,Vila Rui Barbosa,70,2,0,Casa,1650,1887,,
Rua Guaianases,Campos Elíseos,87,2,0,Apartamento,1500,2123,,
Avenida dos Minuanos,Vila Aricanduva,53,2,1,Apartamento,890,1575,,
Rua Dona Tecla,Jardim Flor da Montanha,47,2,1,Apartamento,2800,3450,,
Estrada das Lágrimas,Ipiranga,50,2,1,Casa em condomínio,1060,1599,,
Rua Carolina Soares,Vila Diva (zona Norte),40,1,1,Apartamento,2099,2962,,
Rua Padre Adelino,Quarta Parada,30,1,0,Apartamento,1150,1165,,
Rua Vale Formoso,Chácara Santo Antônio (zona Leste),40,2,0,Casa,1639,1939,,
Rua 29 de Outubro,Vila Matilde,40,2,0,Apartamento,1400,1574,,
Rua Washington Luís,Centro Histórico de São Paulo,40,1,1,Apartamento,1900,2650,,
Avenida Marcondes de Brito,Chácara Seis de Outubro,45,2,1,Apartamento,2400,2738,,
Rua Professor José Soares de Mello,Jardim Centenário,47,2,1,Apartamento,1200,1696,,
Rua Doutor Luís Tavares da Cunha,Jardim Casablanca,43,2,0,Apartamento,1250,1548,,
Rua São Severiano,Vila Santana,27,1,0,Apartamento,1250,1533,,
Rua Antônio Dias da Silva Casa N° 2,Vila Amália (zona Norte),75,2,0,Casa,1190,1300,,
Avenida Eliseu de Almeida,Instituto de Previdência,68,3,1,Apartamento,3800,4427,,
Rua Alora,Jardim Arize,56,2,1,Apartamento,1600,2088,,
Rua Dona Gabriela,Vila Dom Pedro Ii,36,2,1,Apartamento,1900,2450,,
Rua Augusto Blasi,Jardim Celeste,54,2,1,Apartamento,780,1485,,
Rua João Sbarai,Vila Gomes,28,1,0,Studio e kitnet,1150,1290,,
Rua Jacofer,Jardim Pereira Leite,87,3,2,Apartamento,4100,5354,,
Rua Professor Gustavo Pires de Andrade,Parque da Vila Prudente,120,3,3,Casa,4500,4808,,
Rua Wilson Ribeiro Bonfim,Vila Inglesa,37,2,0,Apartamento,1350,1802,,
Rua Doutor Franscisco Mesquita,Jardim Ibitirama,40,1,0,Apartamento,1400,1874,,
Rua Martim Afonso,Belenzinho,40,1,1,Apartamento,1600,2220,,
Rua Rubens Sverner,Chácara Santo Antônio (zona Sul),22,1,0,Studio e kitnet,1900,1991,,
Rua Florindo Braglia,Jardim São Paulo(zona Norte),40,1,0,Casa,1900,2041,,
Rua Galeno de Castro,Jurubatuba,40,2,0,Apartamento,2310,2674,,
Avenida André Luíz,Picanço,117,3,1,Casa,2800,2979,,
Rua Alencar Araripe,Jardim Santa Cruz (sacomã),82,3,2,Apartamento,3000,3859,,
Largo General Osório,Santa Efigênia,20,1,0,Studio e kitnet,1200,1516,,
Rua Armando Bonilha,Vila Bonilha Nova,48,1,0,Casa,1100,1154,,
Avenida Senador Queirós,Centro,39,1,0,Studio e kitnet,1600,2321,,
Rua Ana Soares Barcelos,Vila Venditti,45,2,0,Apartamento,1500,1903,,
Rua David Eid,Vila do Castelo,60,2,2,Apartamento,2978,3753,,
R. Antônio Guganis,Jardim São Paulo(zona Norte),100,3,3,Apartamento,3500,5052,,
Rua Inconfidência Baiana,Vila Primavera,50,1,0,Casa,900,915,,
Rua 24 de Maio,Centro Histórico de São Paulo,33,1,0,Studio e kitnet,1200,1627,,
Rua José Mauro de Vasconcelos,Jardim Pinheiros,55,2,1,Apartamento,1390,1883,,
Rua Doutor Edmur de Castro Cotti,Jardim Rizzo,100,2,1,Casa,3700,3874,,
Rua Benedetto Bonfigli,Casa Verde Alta,38,1,0,Casa,1100,1147,,
Rua Araguaia Feitosa Martins,Vila Nova Mazzei,30,1,0,Casa,1160,1251,,
Rua Julião Ferreira da Silva,Jardim Centenário,27,1,0,Casa,850,887,,
Rua Engenheiro Jean Buff,Jardim Paraíso,36,1,0,Apartamento,1520,2119,,
Avenida Piassanguaba,Planalto Paulista,27,1,0,Studio e kitnet,1200,1339,,
Rua Valson Lopes,Vila Butantã,25,1,0,Apartamento,2250,2602,,
Rua Celso Ramos,Vila Andrade,55,2,1,Apartamento,2800,3508,,
Rua Doutor Ângelo Vita,Vila Zilda,22,1,0,Studio e kitnet,2200,2861,,
Rua Galileu,Jardim Aeroporto,45,1,0,Casa,1458,1690,,
Avenida do Anastácio,City América,50,2,1,Apartamento,2648,3500,,
Rua Alexandre Gusmão,Vila Socorro,48,1,0,Casa,970,1012,,
Rua Barão Triunfo,Brooklin Paulista,170,3,2,Apartamento,4500,8023,,
Rua Professor José Horácio Meirelles Teixeira,Jardim Londrina,73,3,1,Apartamento,3000,3865,,
Rua Conceição Marcondes Silva,Vila Congonhas,80,2,1,Casa,3000,3050,,
Rua Atos Damasceno,Vila Santa Catarina,70,2,1,Apartamento,2550,2649,,
Rua Relíquia,Jardim das Laranjeiras,0,2,1,Apartamento,1600,2569,,
Rua Tomé Portes,Vila Dom Pedro Ii,50,2,1,Apartamento,4210,5300,,
Rua Doutor Ângelo Vita,Vila Zilda,25,1,0,Studio e kitnet,2120,2633,,
Rua Oscar Thompsson,Barra Funda,74,2,1,Apartamento,2610,3643,,
Avenida Duque Caxias,Campos Elíseos,57,1,1,Studio e kitnet,1120,1834,,
Rua Asdrúbal do Nascimento,Bela Vista,55,1,0,Apartamento,1260,1992,,
Avenida Jaçanã,Guapira,72,3,1,Apartamento,2100,3103,,
Rua Carapocaia,Vila Isolina Mazzei,20,1,0,Casa,800,909,,
Rua Deputado Laércio Corte,Paraíso do Morumbi,69,3,1,Apartamento,1993,2881,,
Rua Paulo Ribeiro da Luz,Vila Gomes,74,2,2,Apartamento,1650,2938,,
Rua Michael Faraday,Cidade Monções,34,1,0,Casa,1360,1557,,
Praça Júlio Mesquita,Santa Efigênia,52,2,0,Apartamento,1750,2245,,
Rua Londrina,Vila Endres,60,2,1,Apartamento,2800,3510,,
Rua Francisca Miquelina,Bela Vista,22,1,0,Studio e kitnet,2000,2554,,
Rua Engenheiro Jean Buff,Jardim Paraíso,36,1,1,Apartamento,1565,2165,,
Rua Doutor Cesário Mota Júnior,Vila Buarque,35,1,0,Apartamento,1320,1805,,
Avenida do Café,Vila Guarani (z Sul),45,1,1,Apartamento,2800,3658,,
Rua Professor José Horácio Meirelles Teixeira,Vila Suzana,35,1,1,Studio e kitnet,1300,2340,,
Rua Diogo Pereira,Super Quadra Morumbi,49,2,0,Apartamento,1300,1750,,
Rua Abaitara,Vila Mesquita,25,1,0,Casa,800,936,,
Rua Padre Manuel Bernardes,Vila Carrão,68,2,1,Apartamento,1800,2789,,
Rua Durval Clemente,Jardim São Paulo(zona Norte),65,2,1,Apartamento,2000,2577,,
Rua Augusta Santel,Jardim Celeste,54,2,1,Apartamento,2000,2756,,
Avenida Lauro Xerfan,Jardim Iva,44,2,0,Apartamento,2000,2337,,
Avenida Doutor Francisco Mesquita,Quinta da Paineira,45,2,1,Apartamento,2300,2939,,
Rua Capitão Leovigildo Silvério Gomes dos Reis,Planalto Paulista,27,1,0,Apartamento,1400,1568,,
Rua Martim Francisco,Vila Buarque,50,2,1,Apartamento,3200,4406,,
Rua Doutor Morais Dantas,Vila Barbosa,30,1,1,Studio e kitnet,980,1478,,
Praça Júlio Mesquita,Santa Efigênia,32,1,0,Studio e kitnet,1350,1797,,
Rua Guatambus,Vila Nova Mazzei,60,2,1,Casa,1450,1545,,
Rua Relíquia,Jardim das Laranjeiras,53,2,1,Apartamento,2600,3300,,
Rua Ibirajá,Vila Guarani (zona Sul),80,2,2,Apartamento,3600,5288,,
Rua Silvia,Osvaldo Cruz,90,2,1,Apartamento,3000,3611,,
Rua Hungria,Vila Nova Santa Luzia,82,3,1,Apartamento,3500,3809,,
Rua Val de Palmas,Vila Santa Clara,48,2,1,Apartamento,2328,2868,,
Rua Aurora,Santa Efigênia,40,1,0,Apartamento,2200,2980,,
Rua Abrahão Calux,Vila Moinho Velho,78,3,1,Apartamento,2800,4063,,
Rua Brigadeiro Galvão,Barra Funda,96,3,2,Apartamento,6500,8146,,
Rua João Simões de Souza,Parque Reboucas,89,2,2,Apartamento,4350,5430,,
Praça Júlio Mesquita,Santa Efigênia,42,1,1,Apartamento,3600,4339,,
Rua Tomaz Paulino de Almeida,Vila Hebe,24,1,0,Studio e kitnet,900,935,,
Rua Bento Frias,Pinheiros,33,1,1,Studio e kitnet,4500,5329,,
Rua Doutor Orlando Zamitti Mammana,Jardim Paraíso,68,2,1,Apartamento,3500,5041,,
Rua Oliveira Catrambi,Jardim Vila Formosa,40,2,0,Apartamento,6000,6832,,
Rua José Gomes Falcão,Parque Industrial Tomas Edson,162,3,2,Apartamento,8500,10120,,
Rua Yayá,Jardim Canhema,45,2,1,Apartamento,1800,2234,,
Rua Flórida,Cidade Monções,98,2,2,Apartamento,7650,10330,,
Rua dos Americanos,Barra Funda,56,2,2,Apartamento,3100,4417,,
Rua Ministro Roberto Cardoso Alves,Jardim Novo Santo Amaro,50,2,0,Apartamento,1900,2350,,
Rua Tuim,Vila Uberabinha,43,1,1,Apartamento,3000,4816,,
Rua Professor Atílio Innocenti,Vila Nova Conceição,48,1,1,Apartamento,3733,5189,,
Rua Doutor Chibata Miyakoshi,Paraíso do Morumbi,34,1,1,Studio e kitnet,3050,4613,,
Rua das Palmeiras,Campos Elíseos,15,1,0,Studio e kitnet,1880,2387,,
Rua Henrique Fausto Lancellotti,Nova Piraju,29,1,1,Studio e kitnet,3500,4754,,
Rua Comendador Miguel Calfat,Vila Nova Conceição,70,2,1,Apartamento,5500,6913,,
Rua Bueno Brandão,Vila Nova Conceição,100,3,1,Apartamento,5900,7969,,
Rua Heinrich Hertz,Cidade Monções,30,1,1,Studio e kitnet,3000,4975,,
Rua Quixadá,Vila Invernada,45,2,1,Apartamento,2200,2707,,
Rua Abaíbas,Vila Palmeiras,30,1,0,Casa,770,889,,
Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,85,3,1,Apartamento,2600,3485,,
Avenida Cupecê,Jardim Prudência,40,2,0,Apartamento,1800,2199,,
Rua Álvaro Rodrigues,Vila Cordeiro,43,1,1,Studio e kitnet,3000,3898,,
Rua Antônio Júlio dos Santos,Fazenda Morumbi,103,3,2,Apartamento,3922,5434,,
Rua Antunes Maciel,Alto da Mooca,65,2,0,Apartamento,1600,1844,,
Rua Arthur Luiz Adriano,Parque da Mooca,56,2,0,Casa,1500,1730,,
Rua Vitória,Santa Efigênia,43,1,0,Apartamento,1390,1444,,
R. Palmares,Brooklin Paulista,119,2,0,Casa,2035,2137,,
Rua Bartolomeu Feio,Vila Cordeiro,116,2,1,Casa,3500,3864,,
Rua Guaravera,Vila Domitila,60,2,2,Casa,2000,2085,,
Rua Batuns,Vila Santa Clara,50,1,1,Casa,1300,1407,,
Rua Itavuru,Planalto Paulista,100,3,1,Apartamento,3000,3588,,
Rua Luís Carlos Paraná,Jardim Cidália,20,1,0,Studio e kitnet,1050,1321,,
Rua Arco-verde,Vila Guilhermina,100,3,2,Casa,2400,2602,,
Rua Firmino de Barros,Vila N Sra de Fatima,75,1,0,Casa,1000,1042,,
Avenida Doutor Francisco Mesquita,Jardim Ibitirama,35,1,0,Apartamento,1550,1930,,
Rua José Mandotti,Vila Augusta,36,1,1,Apartamento,2460,2897,,
Rua Conselheiro Cotegipe,Belenzinho,60,2,1,Apartamento,3600,4048,,
Rua Tenente Ângelo Zampero,Parque Edu Chaves,80,2,0,Casa,1428,1538,,
Avenida Júlio Buono,Vila Gustavo,110,2,0,Casa,1920,2151,,
Rua Maria Otília,Vila Regente Feijó,41,1,1,Apartamento,2650,3464,,
Rua Doutor Rubens Meireles,Várzea da Barra Funda,40,1,1,Apartamento,2650,3500,,
Rua Pedro Nicolau Bernardo,Vila Regente Feijó,40,1,0,Casa,1080,1305,,
Rua Cambembé,Cidade Mãe do Céu,35,1,0,Casa,1700,1863,,
Avenida Vereador Abel Ferreira,Vila Regente Feijó,68,3,2,Apartamento,2058,3105,,
Rua Isabel de Góis,Jardim Botucatu,60,3,1,Apartamento,1290,1927,,
Rua Olímpia Lemes da Silva,Jardim das Vertentes,60,1,0,Casa,1200,1293,,
Rua Francisco Shigueki Nomura,Imirim,40,1,0,Apartamento,780,890,,
Alameda Itupiranga,Saúde,59,2,0,Casa,2100,2189,,
Rua Sousa Rocha,Chácara Belenzinho,40,2,0,Apartamento,1200,1447,,
Rua Isidoro de Sevilha,Vila Cleonice,190,3,0,Casa,3000,3050,,
Rua Arnaldo Pedroso D'horta,Vila Elze,125,3,1,Casa,1700,1803,,
Rua Genebra,Bela Vista,38,1,0,Studio e kitnet,1280,1745,,
Rua Anísio Moreira,Parque Peruche,50,2,0,Casa em condomínio,2350,2549,,
Rua Pedro Osório Filho,Vila Nova Cachoeirinha,40,2,0,Casa,1500,1730,,
Rua Capitão Lorena,Vila Invernada,45,2,0,Apartamento,1700,2108,,
Avenida Álvaro Ramos,Belenzinho,24,1,0,Studio e kitnet,1700,2378,,
Praça Júlio Mesquita,Santa Efigênia,42,1,0,Apartamento,3138,3919,,
Rua Lima,Chácara Belenzinho,152,2,2,Casa,2250,2346,,
Rua Astrolábio,Vila do Encontro,150,2,1,Casa,1554,1620,,
Avenida Raimundo Pereira de Magalhães,Jardim Íris,46,2,1,Apartamento,1700,2055,,
Rua Dr Moraes Dantas,Vila Barbosa,35,2,1,Apartamento,1550,1899,,
Rua Alto Taquari,Jardim Vista Linda,120,3,2,Casa,2500,2606,,
Rua Severino Cardoso da Silva,Parque Cruzeiro do Sul (vila Formosa),31,1,0,Apartamento,1100,1292,,
Rua da Economia,Vila Nova Savoia,38,1,0,Casa,1000,1276,,
Rua José Conhago Pomare,Vila Guaca,127,3,2,Casa,3200,3405,,
"R. Evans, São Paulo - Sp, 03648-020, Brasil",Vila Matilde,40,1,0,Apartamento,1600,1812,,
Rua Ana Soares Barcelos,Vila Venditti,50,2,1,Apartamento,2000,2407,,
Alameda Glete,Campos Elíseos,83,2,0,Apartamento,1940,2495,,
Rua Mestre João,Jardim Vila Formosa,125,2,1,Casa,3000,3127,,
Rua Valson Lopes,Vila Butantã,38,2,0,Apartamento,3000,3435,,
Rua Comendador Yamamoto,Jardim Trussardi,35,1,1,Casa,1500,1671,,
Rua dos Andradas,Santa Efigênia,51,1,0,Apartamento,1000,1615,,
Rua Valson Lopes,Vila Butantã,38,2,1,Apartamento,3000,3435,,
Rua Murutinga do Sul,Chácara Santo Antônio (zona Leste),90,3,1,Apartamento,2500,3428,,
Rua Lácio,Vila Formosa,42,1,0,Casa em condomínio,2200,2373,,
Rua Jota Carlos,Jardim Brasil (zona Norte),35,1,0,Casa,808,842,,
Alameda Eduardo Prado,Campos Elíseos,32,1,1,Apartamento,1428,1952,,
Rua Coelho Barradas,Parque da Vila Prudente,41,2,1,Apartamento,2500,3246,,
Rua Rosália de Castro,Vila Campestre,109,2,2,Casa,1900,1981,,
Rua Evans,Vila Matilde,50,2,0,Apartamento,1800,2049,,
Avenida Benigno Carrera,Vila Campestre,35,1,0,Casa em condomínio,843,930,,
Rua dos Povoadores,Vila Antonina,30,1,0,Apartamento,1500,1608,,
Rua Adolfino de Arruda Castanho,Vila Dinorah,80,2,2,Casa,2517,2694,,
Rua Mussa Kuraien,Parque Mandaqui,92,3,1,Apartamento,2000,2293,,
Avenida Cônego José Salomon,Vila Portugal,69,3,1,Apartamento,1400,1844,,
Rua Domingos Antonio Ciccone,Vila Sao Francisco (zona Sul),245,3,2,Casa,5000,5523,,
Rua Guilherme Asbahr Neto,Chácara Monte Alegre,120,2,1,Casa,4500,4816,,
Rua José Jardim da Silveira,Jardim Taquaral,34,2,0,Apartamento,1697,2258,,
Rua Maragojipe,Vila Antonina,40,2,1,Apartamento,2200,2501,,
Rua Barão de Tatuí,Vila Buarque,35,1,0,Studio e kitnet,1250,1869,,
Rua Danúbio Azul,Jardim Guanca,42,1,1,Casa,990,1092,,
Avenida Vereador José Diniz,Alto da Boa Vista,26,1,0,Apartamento,2800,3246,,
Rua Aliança,Jardim de Lorenzo,55,2,0,Casa,1250,1303,,
Rua Pompeu Sobrinho,Chácara Inglesa,42,1,0,Casa,750,763,,
Rua Eulo Maroni,Vila Lageado,67,3,1,Apartamento,3500,4148,,
Rua Jaguaribe,Vila Buarque,47,1,1,Apartamento,4000,5165,,
Avenida Alberto Ramos,Jardim Independência,61,3,1,Apartamento,1942,2788,,
Rua Monsenhor João Lauriano,Vila Ramos,35,1,0,Casa,650,677,,
Rua Iquiririm,Vila Indiana,55,2,1,Apartamento,2200,3098,,
Rua Doutor Wladimir do Amaral,Rolinópolis,26,1,0,Casa,650,677,,
Avenida Brigadeiro Luís Antônio,Centro Histórico de São Paulo,42,1,1,Apartamento,2800,3350,,
Rua Correggio,Vila Suzana,85,3,2,Apartamento,2900,4293,,
Rua Joaquim Morais,Vila Santa Catarina,50,2,1,Apartamento,1500,2353,,
Rua Caquito,Vila Sao Geraldo,35,1,0,Studio e kitnet,1200,1288,,
Avenida Guilhermina Vieira,Vila Miriam,50,2,1,Casa,1350,1427,,
Viaduto Nove de Julho,Centro,51,1,0,Apartamento,1161,1845,,
Rua Barretos,Alto da Mooca,70,2,1,Apartamento,4142,4999,,
Rua Jacaré Copaíba,Jardim Peri,54,2,1,Apartamento,1500,2292,,
Rua Padre Lebret,Jardim Leonor,60,1,2,Apartamento,4000,5381,,
Rua Malvina Ferrara Samarone,Vila Nancy,42,1,1,Apartamento,2350,2961,,
Avenida José Joaquim Seabra,Jardim Ivana,40,1,0,Studio e kitnet,1070,1211,,
Rua Heinrich Biber,Vila Moraes,24,1,0,Casa em condomínio,600,650,,
Travessa Victório Gnan,Jardim das Laranjeiras,30,1,0,Apartamento,1000,1138,,
Rua Roberto Valentino de Camargo,Jardim Bonfiglioli,30,1,0,Casa,1600,1791,,
Rua Aiamá,Maranhão,22,1,0,Studio e kitnet,844,937,,
Rua Luís de Melo Maia,Vila Pedra Branca,35,1,0,Casa,1210,1262,,
Rua das Palmeiras,Campos Elíseos,11,1,0,Studio e kitnet,2125,2506,,
Rua Francisco Rossano,Sítio da Figueira,42,1,1,Apartamento,1900,2524,,
Rua Benjamin Pereira,Parque Vitoria,41,2,0,Apartamento,1500,1741,,
Rua Natalina Roque Estefani,Vila Roque,40,2,1,Casa,1300,1439,,
Rua Vitalina Moura,Vila Roque,58,2,1,Apartamento,2620,3084,,
Rua Formosa,Jardim Flor da Montanha,28,1,0,Apartamento,700,851,,
Avenida Nelson Palma Travassos,Loteamento City Jaragua,46,2,1,Apartamento,1000,1438,,
Rua Domingos Maza,Vila Boacava,30,1,0,Casa em condomínio,1000,1042,,
Rua Getúlio Soares da Rocha,Jardim das Acácias,38,1,0,Apartamento,2250,2750,,
Rua Capitão Ferraiuolo,Vila Invernada,36,2,1,Apartamento,1900,2134,,
Rua Paulo Martinez,Jardim Seckler,29,1,0,Apartamento,965,1003,,
Rua Marquês de Valença,Alto da Mooca,77,3,2,Apartamento,3600,4555,,
Rua Vicenzo Paciullo,Jardim Las Vegas,80,3,2,Apartamento,1895,2761,,
Rua das Flechas,Vila Santa Catarina,86,2,2,Apartamento,4150,5543,,
Avenida João Peixoto Viegas,Vila Constancia,75,1,2,Apartamento,3000,4219,,
Avenida Ministro Petrônio Portela,Vila Amélia,53,2,1,Apartamento,1450,2006,,
Rua Domingos Maza,Vila Boacava,28,1,0,Casa em condomínio,950,990,,
Rua Vinte E Quatro de Dezembro,Vila Dom Pedro Ii,55,2,0,Apartamento,3200,3843,,
Avenida Duque de Caxias,Campos Elíseos,60,1,0,Apartamento,1800,2514,,
Rua Professor Arnaldo João Semeraro,Jardim Santa Emília,63,2,1,Apartamento,1600,2322,,
Rua Florinda Barbosa,Vila Germinal,33,1,0,Casa,1200,1294,,
Rua Doutor Elias Chaves,Campos Elíseos,30,1,0,Apartamento,1155,1449,,
Rua Itaiteva,Jardim Ampliação,50,2,1,Apartamento,2395,3060,,
Rua Coronel Bento Pires,Mooca,50,1,1,Apartamento,1500,2408,,
Rua José Mandotti,Vila Augusta,38,1,1,Apartamento,3200,3776,,
Avenida Portugal,Vila Cordeiro,170,3,3,Casa,8500,9348,,
Rua Oliveira Catrambi,Jardim Vila Formosa,50,2,0,Apartamento,6000,6232,,
Rua Pinto da Luz,Vila Ivone,55,2,1,Apartamento,2250,2687,,
Rua Professor Alves Pedroso,Vila Paulistania,45,2,1,Apartamento,1260,1803,,
Rua Professor Arnaldo João Semeraro,Jardim Santa Emília,41,2,1,Apartamento,2408,2836,,
Rua David Eid,Vila do Castelo,65,3,1,Apartamento,2220,2988,,
Rua Antônio Júlio dos Santos,Fazenda Morumbi,49,2,2,Apartamento,3100,3950,,
Rua Coronel Euclides Machado,Jardim das Gracas,39,2,1,Apartamento,1700,2066,,
Rua Doutor Bento Teobaldo Ferraz,Várzea da Barra Funda,41,2,1,Apartamento,2650,3168,,
Rua Oliveira Catrambi,Jardim Vila Formosa,50,2,1,Apartamento,6000,6232,,
Avenida Duque de Caxias,Campos Elíseos,29,1,0,Apartamento,1100,1592,,
Rua Aurora,Santa Efigênia,28,1,0,Apartamento,1500,1917,,
Rua Afonso Braz,Vila Nova Conceição,47,1,1,Apartamento,3900,5476,,
Rua Doutor Luiz Migliano,Jardim Caboré,50,2,1,Apartamento,1843,2494,,
Rua Brigadeiro Galvão,Barra Funda,67,2,1,Apartamento,5000,5811,,
Rua Canindezinho,Jardim das Vertentes,20,1,0,Studio e kitnet,970,1008,,
Rua Alba,Vila Santa Catarina,81,2,1,Apartamento,4600,5722,,
Avenida Cézar Magnani,Paulicéia,15,1,0,Casa,800,834,,
Rua Ministro Nélson Hungria,Vila Tramontano,50,1,1,Apartamento,2660,3712,,
Rua Antenas,Vila Califórnia,41,2,0,Apartamento,1742,1960,,
Rua Araguari,Vila Uberabinha,48,1,1,Apartamento,3700,5569,,
Rua Tiangua,Vila Mascote,56,2,1,Apartamento,2142,3230,,
"R. das Nhandirobas - Jardim Oriental, São Paulo - Sp, Brasil",Jardim Oriental,14,1,0,Apartamento,1500,1520,,
Rua Sargento Osvaldo,Vila Zilda,52,2,1,Apartamento,2100,2888,,
Rua do Símbolo,Jardim Ampliacao,75,3,1,Apartamento,2550,3424,,
Rua Almir Rodrigues,Vila Continental,55,1,0,Casa,1500,1584,,
Rua do Símbolo,Jardim Ampliacao,80,2,2,Apartamento,9000,10210,,
Alameda Ribeiro da Silva,Campos Elíseos,47,1,0,Apartamento,1300,1864,,
Avenida Doutor Francisco Mesquita,Quinta da Paineira,35,1,1,Apartamento,1511,1877,,
Rua Ibaial,Chácara do Vovó,50,2,1,Apartamento,1250,1599,,
Rua Stela Marina,Brooklin,25,1,0,Apartamento,3300,3884,,
Rua Marcos Lopes,Vila Nova Conceição,100,1,2,Apartamento,15000,17530,,
Rua Florânia,Vila Nair,40,1,0,Casa,1200,1427,,
Rua Olímpia de Almeida Prado,Barra Funda,44,1,1,Apartamento,3300,4274,,
Rua Antônio Borba,Vila Madalena,93,3,2,Apartamento,2900,5579,,
Rua Francisco Artassio,Jardim das Laranjeiras,39,1,0,Casa,1100,1147,,
Rua Bartolomeu Feio,Vila Cordeiro,95,3,1,Apartamento,3500,4835,,
Rua Manuel Cherem,Vila Paulista,64,3,1,Apartamento,2500,3263,,
Rua Flórida,Cidade Monções,39,1,1,Apartamento,3600,4344,,
Rua Eugène Carrière,Butantã,67,3,1,Apartamento,2800,3596,,
Rua Coriolano Durand,Vila Santa Catarina,40,1,1,Apartamento,1791,1884,,
Rua Domingos Lopes da Silva,Vila Suzana,58,1,1,Apartamento,3400,4331,,
Rua Giácomo Cozzarelli,Vila Santa Teresa,49,2,1,Apartamento,1375,1738,,
Alameda Ribeiro da Silva,Campos Elíseos,43,1,0,Apartamento,1150,1670,,
Rua Floro de Oliveira,Jardim Adriana,125,2,2,Casa em condomínio,1500,1878,,
Rua Vianópolis,Vila Maria Alta,126,2,2,Casa,2100,2256,,
Rua Paolo Coviello,Vila Moinho Velho,140,3,2,Casa,2800,3076,,
Rua Nossa Senhora dos Anjos,Chácara Mafalda,180,3,3,Casa,3200,3544,,
Rua Giuseppe Moscatti,Jardim Oriental,150,2,5,Casa,2300,2543,,
Rua Antônio Vivaldi,Jardim Guanca,50,1,0,Apartamento,1250,1341,,
Avenida Duque de Caxias,Santa Efigênia,39,1,0,Studio e kitnet,1150,1558,,
Avenida Doutor José Higino,Vila Oratorio,170,2,2,Casa,2700,3080,,
Rua Rego Freitas,Socorro,45,1,0,Apartamento,2080,2550,,
Avenida Piassanguaba,Planalto Paulista,70,1,1,Casa,2080,2353,,
Rua dos Estudantes,Liberdade,22,1,0,Studio e kitnet,1500,1825,,
Rua Artur Bernardes,Vila Invernada,120,2,2,Casa,2300,2578,,
Rua Piraçununga,Vila Bertioga ,40,1,0,Studio e kitnet,1050,1096,,
Rua Toledo Barbosa,Belenzinho,52,2,0,Apartamento,2100,2430,,
Rua Cecília Davy,Jardim Cidade Pirituba,130,2,2,Casa,3200,3360,,
Rua James Stolz,Vila Ema,40,1,1,Apartamento,1200,1679,,
Rua Oscar Horta,Mooca,110,2,1,Casa,2800,2847,,
Rua Martino Pesenti,Conjunto Habitacional Teotonio Vilela,36,1,1,Casa,900,938,,
Rua Rosicler,Vila Nova Pauliceia,80,2,1,Casa,1800,1935,,
Rua Alora,Jardim Arize,58,2,1,Apartamento,1230,1577,,
Travessa Maria Bela Rodrigues,Vila Brasilina,35,1,0,Casa em condomínio,1000,1098,,
Rua Lombroso,Vila Bela,50,2,2,Casa,2500,2842,,
Avenida Benjamin Harris Hunicutt,Portal dos Gramados,51,2,1,Apartamento,1500,1558,,
Rua Guararapes,Brooklin Paulista,107,2,1,Casa,3950,4263,,
Rua dos Guaxins,Planalto Paulista,300,4,4,Casa,8000,8840,,
Avenida Moaci,Planalto Paulista,60,2,0,Casa,2368,2747,,
Rua Patumi,Vila Beatriz,50,2,1,Casa em condomínio,1610,1709,,
Avenida Engenheiro Thomaz Magalhães,Sítio da Figueira,63,2,1,Apartamento,2000,2540,,
Rua Marumbi,Vila Invernada,36,1,0,Apartamento,1120,1319,,
Avenida Major Roberto dos Santos,Jardim Brasil (zona Norte),85,1,0,Casa,1200,1342,,
Rua Doutor Joaquim D’aquino Fonseca,Sítio do Mandaqui,50,2,1,Casa,1460,1597,,
Rua Florinda Barbosa,Vila Germinal,62,2,1,Casa em condomínio,1693,1764,,
Rua Coronel Antônio de Sá Barreto,Vila Elze,80,2,1,Casa,1600,1723,,
Rua Severino Soares,Vila Mazzei,45,1,0,Casa em condomínio,820,857,,
Rua Joaquim Rodrigues Costa,Vila Maria Alta,45,1,0,Apartamento,1120,1214,,
Avenida Brumado de Minas,Jardim Independência (são Paulo),60,3,0,Casa,1500,1563,,
Rua Santa Carolina,Vila São Pedro,48,2,1,Apartamento,1900,2144,,
Rua Simão de Toledo Piza,Vila Libanesa,65,2,1,Casa,1680,1844,,
Rua Alambique,Vila Gustavo,100,2,1,Apartamento,1690,1795,,
Rua do Erário,Vila Bertioga,70,2,0,Casa,2065,2320,,
